Prompt,Language,Score Level,total word,distance,Hpoint,xmin,alpha,mu,sigma,logtrue,file,pl_s,pl_C,pl_R2,log_d,log_m,log_k,log_R2
3,8,high,542,8.717797887,8,2.0,2.3314457859999997,-29.76674144,4.739470364,0,185589,0.644838779,31.54239076,0.936699123,3.894121428,1.059725459,0.791703778,0.708912833
1,1,high,331,6.708203932000001,7,3.0,2.743046868,-0.953021261,1.261650405,0,185786,0.567469019,19.45837913,0.936772701,2.831777062,0.31198554300000003,1.427702759,0.974428513
1,9,medium,324,7.810249676000001,5,2.0,2.38427956,-1.092708713,1.361728043,0,185935,0.624069236,20.79385107,0.9797270090000001,3.176566031,0.7189018629999999,0.9548124170000001,0.961781145
6,3,medium,303,7.280109888999999,6,7.0,4.645756371,-415.2387997,11.09694679,0,186038,0.607916389,19.198475100000003,0.935268599,3.218506306,0.810224835,0.899216757,0.8670776040000001
4,9,high,399,7.348469228,7,2.0,2.353393505,-5.673921116,2.27625945,0,186616,0.617328141,24.73245555,0.9375121479999999,3.4071139219999997,0.7069048379999999,0.99317654,0.8987363759999999
7,2,medium,345,4.358898944,6,3.0,2.683911802,0.24996459899999998,0.9750445209999999,0,186742,0.552390133,18.205797399999998,0.927236453,2.883169231,0.39554169899999997,1.270263146,0.9648380459999999
6,8,medium,329,11.13552873,8,2.0,2.075948499,-0.6318000460000001,1.521714316,0,187161,0.69114412,29.34987077,0.950465998,3.659376042,0.8690856509999999,0.9533075990000001,0.8684612890000001
4,0,low,88,2.236067977,3,2.0,2.647427595,0.5280375860000001,0.664701313,0,187423,0.527659544,7.185601295,0.913656135,2.0349884719999998,0.58731899,0.965326748,0.9001476970000001
2,10,high,399,4.69041576,9,2.0,2.0668089480000003,0.159905162,1.253893757,0,187564,0.572976756,25.61349269,0.86815096,3.187132058,0.275981057,1.5975595480000002,0.957885898
4,8,medium,260,17.20465053,5,2.0,2.444028024,-2.574215344,1.6505361090000001,0,187606,0.723086656,21.61696662,0.9340028690000001,3.320207771,1.166205986,0.687931813,0.958895525
4,8,medium,392,8.602325267000001,6,3.0,2.554804435,-2.7783020730000003,1.7434402219999998,0,187869,0.645420033,26.91615561,0.961148117,3.327118062,0.610937507,1.072100771,0.9672435159999999
5,5,medium,310,7.810249676000001,6,2.0,2.180067825,-0.47216099,1.360704814,0,187908,0.6730555309999999,26.12178188,0.934421411,3.444421282,0.7773195279999999,0.98426139,0.898625421
6,4,medium,254,7.681145748,4,2.0,2.444817054,-0.106959846,1.029820703,0,187987,0.633904265,17.8704001,0.970694183,2.957865198,0.721509827,0.9304932659999999,0.968661916
0,9,medium,263,4.123105626,5,2.0,2.3798634659999998,0.366982817,0.892721144,0,188065,0.534906949,14.08862177,0.926641644,2.706550022,0.464867355,1.160271972,0.93747728
0,8,high,507,7.615773106000001,9,2.0,2.142173367,-0.830301485,1.5081384830000002,0,188568,0.609482645,30.5695026,0.924753215,3.5429967889999996,0.516699971,1.20254429,0.92721264
2,3,high,450,14.73091986,6,2.0,2.286321477,-1.67877534,1.5907611640000001,0,188575,0.6676245829999999,29.59508093,0.982738167,3.6357377889999998,0.8770715309999999,0.883666913,0.939196321
5,0,medium,353,9.0,5,2.0,2.370064723,-1.768297715,1.5385261119999998,0,188786,0.652123373,23.11804503,0.9792196409999999,3.4264391030000003,0.9714589370000001,0.8001885440000001,0.901738548
7,4,medium,170,9.695359715,4,2.0,2.397745318,-5.581646956,2.214375403,0,188924,0.7636622279999999,18.16899321,0.969854643,3.1575855010000002,1.315578217,0.616462515,0.921453913
5,0,medium,335,7.874007874,6,7.0,4.068819568,-0.635014811,0.997709857,0,188994,0.584248099,20.35582501,0.947330177,2.990682361,0.42632127,1.25869364,0.960885378
2,10,medium,344,8.246211251,6,2.0,2.18835395,0.655667943,0.906684046,0,188996,0.603228295,20.28262647,0.9515706909999999,3.241137819,0.750477684,0.937178211,0.901804395
6,1,high,318,4.242640687,6,2.0,2.405304364,-5.111100481,2.1323182259999998,0,189120,0.5862716179999999,18.61940094,0.931385285,3.138003922,0.711395876,0.9572358540000001,0.879576848
6,6,high,334,6.0,7,2.0,2.233130936,-0.45813885,1.305642238,0,189128,0.565898885,20.09807203,0.9001389340000001,2.99576049,0.370862915,1.363348482,0.9383653959999999
4,7,high,304,17.08800749,6,2.0,2.264442837,-0.7369257290000001,1.363959506,0,189168,0.781177259,29.09115449,0.9780256159999999,3.681931845,1.303967774,0.676275119,0.9268010459999999
0,0,medium,359,4.69041576,7,2.0,2.296381517,-2.25426854,1.713238948,0,189340,0.603409512,22.11896055,0.912077603,3.332699008,0.72377452,0.978005152,0.852803312
4,8,medium,256,6.244997998,5,2.0,2.366915805,-0.21942584,1.121119108,0,189469,0.622467608,17.63028786,0.967969015,3.0667945910000003,0.815089848,0.8770277209999999,0.9217506390000001
2,6,low,300,4.472135955,7,2.0,2.158646694,-0.21318938899999998,1.294841484,0,189712,0.572809439,19.32945146,0.8694233790000001,3.0907703939999998,0.491439643,1.222206699,0.8799959190000001
5,3,high,291,4.358898944,6,2.0,2.213346402,0.651292283,0.886453915,0,189992,0.559265383,17.48909184,0.919605212,2.866773597,0.390673327,1.3159994879999999,0.956666577
0,9,medium,360,6.164414002999999,6,2.0,2.239745395,-0.390026382,1.2782615590000002,0,190334,0.60428741,22.37132655,0.9467530140000001,3.24319315,0.59844752,1.084546053,0.934616537
3,9,medium,361,8.124038405,6,6.0,3.775100908,0.529656803,0.799879936,0,190335,0.561581752,19.9503053,0.9373421390000001,2.840537851,0.281127085,1.485928393,0.9534766579999999
7,6,medium,399,7.681145748,7,2.0,2.3390189830000003,-0.650809525,1.2754908790000001,0,190364,0.58183948,19.37810069,0.946553935,3.331845431,0.921053358,0.8007637809999999,0.820082726
2,9,medium,326,3.8729833460000003,7,12.0,10.890417999999999,2.507434987,0.086281723,0,190419,0.5560096,19.01664271,0.876148997,2.994578169,0.412748864,1.2917855059999999,0.920219853
2,1,high,304,4.358898944,6,2.0,2.2088068659999998,0.11713579699999999,1.1280210370000001,0,190498,0.596428843,18.15593783,0.914460706,3.2360427769999998,0.917401185,0.8191958290000001,0.761530857
4,2,medium,291,5.916079783,5,2.0,2.467319535,0.011833932,0.974124457,0,190605,0.563252352,14.91909678,0.958837369,2.9269145410000004,0.7769512479999999,0.853169627,0.908047217
4,2,high,360,5.385164807000001,6,5.0,3.301123398,0.309772453,0.912319312,0,190638,0.568408819,19.87978903,0.923338012,3.051731849,0.463470881,1.208045602,0.939399951
5,10,high,406,8.717797887,7,4.0,2.66694042,-1.2781311290000001,1.458254525,0,190711,0.639373136,30.00220395,0.9464873420000001,3.3127117,0.402489075,1.359211655,0.98224821
1,8,medium,329,11.40175425,7,2.0,2.170548751,0.388193116,1.051348158,0,190835,0.613895605,21.09663549,0.933582073,3.260269123,0.722197157,0.9769969709999999,0.892296315
6,0,high,261,6.244997998,6,2.0,2.423334611,-3.448386104,1.8346577640000001,0,190882,0.623963034,18.34867064,0.954956659,3.105565768,0.8004550309999999,0.8970790909999999,0.905269682
5,5,medium,318,6.633249581,6,5.0,3.058321228,0.7602589679999999,0.866032377,0,191013,0.618402519,21.20294975,0.965479925,3.215310947,0.672223591,1.0183955059999998,0.940576537
5,7,medium,303,5.0,5,2.0,2.278076531,0.428689624,0.940626993,0,191284,0.572798126,17.13457874,0.930400338,3.0094676,0.638840581,1.005691962,0.902378357
4,2,high,408,6.708203932000001,7,3.0,2.195409403,1.147315225,0.9260493409999999,0,191618,0.63395311,25.30752894,0.9251112570000001,3.6267578489999996,1.015060974,0.8006620809999999,0.730663973
2,1,high,455,5.656854248999999,7,2.0,2.199807822,-0.825170297,1.448066399,0,191622,0.607695434,24.33161265,0.9258726690000001,3.646033028,1.011682294,0.794447137,0.687844893
6,0,high,338,9.38083152,5,2.0,2.358383029,-1.7121680240000001,1.5359798569999998,0,191928,0.684743048,26.72757114,0.980471639,3.37162053,0.755604196,0.9629935629999999,0.97211684
4,8,high,363,7.416198487000001,6,3.0,2.588101514,-0.56825809,1.254275986,0,192049,0.620393356,21.86457956,0.972665608,3.3166891639999996,0.810264277,0.892600697,0.919186527
0,4,medium,236,3.464101615,5,4.0,3.5702250189999996,0.748318213,0.656562027,0,192302,0.522888693,13.61844104,0.8865729529999999,2.567639571,0.30811677,1.4369552730000001,0.934866168
6,4,high,339,6.164414002999999,6,2.0,2.346073889,-0.8759844090000001,1.33361556,0,192335,0.590945133,19.0711674,0.9559067109999999,3.202505085,0.77351862,0.90705186,0.8887863770000001
4,9,high,310,4.472135955,6,2.0,2.370198985,-1.558350401,1.4887032040000001,0,192477,0.58546694,18.66783964,0.9352806359999999,3.079826563,0.627089624,1.0321737579999999,0.915510099
0,2,medium,327,4.242640687,7,2.0,2.224151033,-1.2750409390000002,1.547893547,0,192496,0.586014637,18.76123688,0.851236903,3.286413863,0.9098927720000001,0.8290233570000001,0.677277958
4,8,high,425,15.45962483,6,2.0,2.149226064,0.31559127600000003,1.103156739,0,193332,0.638189216,27.05236987,0.952928117,3.421851106,0.652746377,1.043986286,0.935203342
4,0,high,369,7.280109888999999,6,4.0,2.834329561,0.125748336,1.050264083,0,193394,0.605905218,21.81141538,0.9720234240000001,3.224799955,0.6456042479999999,1.021226478,0.953343087
5,7,medium,327,3.605551275,7,2.0,2.160156933,0.8778275740000001,0.803866172,1,193638,0.501903502,16.15771517,0.842714443,2.666698119,0.19198024600000002,1.7206407119999998,0.9459182140000001
1,9,medium,279,7.7459666920000005,6,2.0,2.210216381,0.843992768,0.778066035,0,193664,0.574803676,17.29635131,0.936833803,2.811164994,0.40859608,1.275686547,0.940962583
0,2,medium,337,4.242640687,6,2.0,2.42176875,-122.2744064,9.04136942,0,193896,0.6077735160000001,18.61541854,0.919347468,3.329510379,1.1571033590000002,0.6714963270000001,0.675520232
6,4,high,313,6.0,5,2.0,2.3685815409999997,0.027012761,1.03433813,0,194031,0.5676438970000001,16.24838067,0.9545989579999999,3.027867683,0.752689273,0.892408767,0.897554885
0,9,low,305,5.0,6,2.0,2.281699423,0.725767704,0.7884049740000001,1,194221,0.507205891,16.00760675,0.9087705620000001,2.423196848,0.10258162300000001,2.077256433,0.96349049
0,9,medium,291,5.196152423,5,2.0,2.220771783,0.905141778,0.727474431,1,194381,0.544099908,16.06013738,0.9186416940000001,2.730982571,0.353450635,1.341554869,0.943243443
3,4,medium,424,5.196152423,7,2.0,2.218047733,0.337101304,1.030759561,0,194550,0.571523633,22.34498213,0.936936595,3.161649246,0.4513746,1.223275312,0.955787638
4,3,high,340,6.244997998,6,2.0,2.4454809369999997,-4.976961015,2.0729369330000003,0,194604,0.607370404,20.10897779,0.964314966,3.237937969,0.80466319,0.886854533,0.9036440029999999
5,7,medium,306,5.099019514,6,3.0,2.6875027910000004,-2.915679015,1.677138738,0,194815,0.6009004020000001,20.47705656,0.946476275,3.053928925,0.49799174,1.189892479,0.965653213
1,3,high,316,9.746794345,7,2.0,2.15374135,0.16886874,1.15928127,0,194951,0.647281674,23.25251417,0.959526216,3.4018881789999997,0.8219756690000001,0.930025386,0.895213182
4,3,high,376,14.93318452,6,2.0,2.288994764,-1.773372028,1.6112868280000001,0,195282,0.7167839709999999,29.36549791,0.958065941,3.690297536,1.13480257,0.747541142,0.864056542
1,3,high,349,7.483314774,6,2.0,2.1968834409999998,-0.698309196,1.414458531,0,195557,0.670134847,25.41554467,0.928438607,3.6223153989999997,1.131817193,0.747218822,0.7224118079999999
2,10,medium,313,5.385164807000001,6,2.0,2.266460069,-0.180965397,1.186360178,0,195811,0.5951988420000001,19.24564628,0.937837996,3.176272059,0.709192934,0.9738301340000001,0.886799074
5,10,medium,417,18.33030278,7,4.0,2.722894862,0.6377789389999999,0.950005313,0,195844,0.649711287,29.19924548,0.949136414,3.317284874,0.475010394,1.2392968709999999,0.936546788
1,7,medium,270,13.37908816,5,1.0,1.853824242,-1.1888631440000001,1.5130117330000001,1,196145,0.674134915,22.70883356,0.960727827,3.145640492,0.636182654,1.070179562,0.954820874
6,4,high,296,12.92284798,6,2.0,2.264316978,-4.982420941,2.2653257819999997,0,196269,0.719275683,26.49478124,0.97803368,3.5994275989999998,1.114584424,0.772697538,0.87363768
2,6,medium,240,3.31662479,6,7.0,7.575694636000001,1.204726989,0.360301162,0,196767,0.508695726,13.03814115,0.835614027,2.592383581,0.345834429,1.358226965,0.887183043
7,8,medium,290,6.7823299829999995,5,2.0,2.456459295,0.22128682100000002,0.902676846,0,196859,0.56001549,15.071616699999998,0.962689805,2.8500550110000002,0.646797839,0.956052583,0.9462878029999999
2,1,medium,269,5.0,6,2.0,2.300806838,-0.017294953999999998,1.100603033,0,197102,0.5599759360000001,15.98920456,0.918409971,2.843358905,0.48981547799999997,1.1650754540000001,0.923471684
4,7,high,347,11.26942767,6,6.0,3.6106560689999996,-560.684981,14.96796502,0,197130,0.647904123,26.52556299,0.961746445,3.2183434560000004,0.45209023299999995,1.2870694059999999,0.959323725
1,8,medium,339,4.358898944,6,2.0,2.305779895,-0.284001861,1.188852053,0,197162,0.562688274,18.78180592,0.8958145820000001,3.0408548719999997,0.513564672,1.144095554,0.9066807929999999
0,7,high,309,6.557438524,6,3.0,2.46801514,0.31161979300000003,1.0720691690000002,0,197192,0.620966746,20.95463334,0.9369507890000001,3.32931661,0.824157193,0.914058852,0.845011765
1,2,medium,327,7.0,7,7.0,3.6739577760000004,0.843734905,0.7881545459999999,0,197244,0.636505405,22.68699929,0.9418866770000001,3.459956669,0.9210193790000001,0.860762736,0.81630646
2,6,medium,325,6.0,7,2.0,2.1370101480000003,0.59999669,0.984212247,0,197341,0.573992927,20.08561017,0.909382696,3.0523750460000003,0.426645447,1.290591875,0.931757416
0,4,high,304,8.717797887,6,3.0,2.37395252,0.801713362,0.9502527590000001,0,197344,0.620276276,20.24739487,0.953159678,3.177768328,0.739335106,0.9459182340000001,0.922980661
3,3,high,451,12.16552506,7,4.0,2.731104355,-1.6738994090000001,1.500676673,0,197371,0.644084844,28.06037431,0.9793401959999999,3.538938284,0.765498247,0.952474457,0.9433664409999999
4,9,medium,314,6.164414002999999,7,2.0,2.171464658,-0.47001933700000004,1.3677747080000002,0,197393,0.627938846,23.14234798,0.9300552459999999,3.331307046,0.671257873,1.0568257429999999,0.899427735
0,1,high,365,6.7823299829999995,8,2.0,2.169554551,-1.340716409,1.620604509,0,197460,0.626692279,26.27918923,0.928175638,3.400806743,0.576043299,1.155140031,0.928164045
2,10,medium,280,6.92820323,7,2.0,2.144848245,-0.09408814300000001,1.2669782490000001,0,198024,0.6372009439999999,21.08470218,0.920379675,3.329302147,0.856400135,0.9047685609999999,0.8228696059999999
2,1,high,377,4.123105626,7,10.0,8.193083702000001,0.968774295,0.45145649200000004,0,198068,0.560463339,18.5400956,0.8777766309999999,3.2913683860000003,0.819959557,0.8801132429999999,0.724428168
4,3,medium,331,7.211102551000001,7,2.0,2.154612142,0.476656024,1.026672332,0,198232,0.607749788,22.35147839,0.9408890609999999,3.1708671739999996,0.50846892,1.196479227,0.951204495
1,10,medium,330,4.472135955,7,2.0,2.194427486,-1.622324899,1.666791098,0,198284,0.627388933,22.26733297,0.8995324690000001,3.471381151,0.9666546420000001,0.829891687,0.720731204
4,10,medium,307,7.937253932999999,6,2.0,2.286147488,0.37780582799999995,0.95705037,0,198874,0.606202683,19.12440599,0.958742262,3.123863032,0.713474205,0.956979149,0.9293016940000001
0,2,medium,298,5.196152423,6,2.0,2.2862597,-2.998841543,1.8794356630000002,0,198987,0.627181121,21.44499605,0.886010393,3.310999127,0.813902865,0.923387269,0.805352342
4,10,high,450,10.81665383,7,2.0,2.350590305,-1.838247265,1.5708969430000002,0,199088,0.6148269129999999,24.56200579,0.969499178,3.453316212,0.7923808259999999,0.9093716059999999,0.9176671129999999
2,5,low,251,4.795831523,4,2.0,2.5335465580000003,-2.1641886880000003,1.498179088,0,199111,0.595061039,15.97836009,0.955468201,2.893107374,0.698100198,0.937206628,0.9346156640000001
7,6,medium,261,3.464101615,5,4.0,3.32498682,0.780033324,0.7029614940000001,0,199191,0.5234491029999999,13.57509517,0.9323807059999999,2.586931212,0.382771901,1.254856164,0.96352879
4,3,medium,297,6.32455532,5,2.0,2.461232368,-5.189687948,2.09110594,0,199409,0.6242680970000001,19.17735468,0.962889882,3.199440899,0.888690647,0.829101828,0.888437422
5,2,high,401,8.426149772999999,8,2.0,2.213027078,-4.335823863,2.213788853,0,199618,0.654827586,27.88089216,0.9374513729999999,3.723856347,1.0030175540000001,0.8334256720000001,0.761534597
2,4,low,205,4.358898944,4,3.0,2.928457861,0.196566417,0.88777822,0,199662,0.56321848,13.11203154,0.965918669,2.582660216,0.51156765,1.0965356929999999,0.970858558
3,9,high,429,13.56465997,8,2.0,2.163736255,0.18362245600000002,1.143824693,0,199676,0.6360453660000001,27.07209359,0.95713689,3.509410646,0.73096116,0.9866016009999999,0.9176887459999999
3,4,medium,371,7.141428428999999,7,7.0,4.00740697,-0.590603544,1.002813342,0,200212,0.5913107479999999,22.58642335,0.934907266,3.186859239,0.478422854,1.2206816440000001,0.9402171579999999
2,1,medium,311,8.062257748,6,2.0,2.296765299,-1.045238476,1.4204797759999999,0,200229,0.625481824,21.4300562,0.964862718,3.205210547,0.670510741,1.020257513,0.945872632
4,9,medium,333,8.717797887,7,2.0,2.255910326,-3.262084737,1.963337973,0,200370,0.6890552440000001,28.18942112,0.9687943179999999,3.542023562,0.836157679,0.942611031,0.92302422
5,4,medium,257,5.196152423,5,2.0,2.462443219,-8.591621456,2.5601972,0,200730,0.618308946,16.99006231,0.92874737,3.104433197,0.963780106,0.771321597,0.8082483490000001
5,5,medium,316,10.44030651,5,2.0,2.276941516,-0.42552251799999996,1.258265812,0,201054,0.666409186,26.00459355,0.9609972590000001,3.1642224519999997,0.505486317,1.203318546,0.9701465429999999
2,10,high,314,5.477225575,7,2.0,2.301295707,-1.637310845,1.566861806,0,201296,0.6029625129999999,20.39871836,0.928763377,3.2021150830000003,0.669442933,1.019995779,0.8955106340000001
3,7,low,171,7.071067812000001,4,2.0,2.386987408,0.308991648,0.912558616,0,201516,0.63432416,14.71292441,0.9719679459999999,2.7225823030000003,0.637688596,1.0227965940000001,0.969805351
0,4,high,357,6.244997998,6,2.0,2.371243916,-2.270611217,1.649071767,0,201613,0.616660793,22.49531784,0.93774151,3.280380947,0.7080974259999999,0.9774180029999999,0.90723736
0,2,high,358,15.58845727,6,2.0,2.1851596019999997,0.397938546,1.03384814,0,201737,0.673741458,26.39034603,0.966562393,3.4272005819999998,0.7834269540000001,0.947007719,0.95236444
2,6,medium,347,8.366600265,6,2.0,2.372301643,-1.304074996,1.425058324,0,202088,0.629897635,22.10520034,0.979517373,3.267077898,0.7582209409999999,0.931154997,0.952593644
6,5,high,330,9.16515139,6,4.0,2.866528957,-1.510842253,1.3990187269999999,0,202527,0.619991452,24.85796544,0.965598905,2.858911763,0.210694565,1.7213790119999999,0.948465115
6,5,high,352,9.38083152,9,1.0,1.772226954,-1.79529178,1.8959743869999999,1,202579,0.636152804,28.15164804,0.920175682,3.402643915,0.469085278,1.321591089,0.928215226
5,9,medium,317,16.43167673,6,2.0,2.336704648,-3.614887957,1.9470138780000001,0,203031,0.706155862,27.65967526,0.976003203,3.374057901,0.732972367,0.997310355,0.973618275
5,10,high,389,6.480740698,7,2.0,2.310380438,-4.167872465,2.073452218,0,203098,0.624726398,25.08598998,0.9470062440000001,3.433837642,0.7223018459999999,0.99022455,0.902525402
1,3,high,432,17.0,7,2.0,2.2373743569999998,-3.548999447,2.0393628,0,203408,0.730380062,35.68793968,0.9885667990000001,3.870629195,1.037072894,0.829354617,0.9218886009999999
3,8,medium,308,22.29349681,5,2.0,2.301237248,-1.556295762,1.548559707,0,203564,0.799768767,30.58663807,0.959268102,3.6796516510000004,1.254704321,0.7000279840000001,0.960633645
1,1,medium,384,7.681145748,6,2.0,2.306697555,-2.208751065,1.693460349,0,203577,0.639318908,24.76185848,0.9676569979999999,3.50010047,0.881932067,0.8722718359999999,0.87811005
0,4,low,221,2.828427125,4,5.0,4.324529136000001,1.5537955980000002,0.34433128700000004,0,203584,0.5050775989999999,11.18129423,0.906532252,2.502380959,0.47590442899999996,1.1133346309999999,0.910354973
1,0,medium,262,3.741657387,6,2.0,2.217274805,0.482739664,0.966304693,0,203624,0.55776925,16.94771884,0.897066563,2.817491673,0.358005374,1.388974379,0.954943924
7,5,low,250,3.8729833460000003,7,1.0,1.813689699,-1.051584453,1.544706872,1,203641,0.575892672,17.84174688,0.885153898,2.939695355,0.422499616,1.328606331,0.923941366
7,7,medium,310,8.246211251,4,2.0,2.535620788,-3.535581806,1.755975815,0,203797,0.628516566,18.93859484,0.979213215,3.18098932,0.937020599,0.7810011720000001,0.93803191
0,0,medium,307,5.567764362999999,6,2.0,2.30809696,-0.612322722,1.289192109,0,203860,0.6095355339999999,20.19879982,0.9336218159999999,3.1680864619999998,0.68006495,1.0026692320000001,0.907286626
7,8,medium,321,3.31662479,6,2.0,2.286987956,0.715868243,0.7897619140000001,1,204039,0.482826342,13.53959058,0.838251431,2.599119041,0.287055188,1.419493935,0.9019893840000001
1,7,high,293,6.08276253,5,2.0,2.50526291,-4.590861621,1.9572449719999998,0,204655,0.61794586,17.17521054,0.9588653890000001,3.177061062,1.1017935559999998,0.6810175470000001,0.827354461
5,3,high,482,7.211102551000001,8,2.0,2.156336468,-1.3797196180000002,1.645689285,0,204692,0.625485484,30.553153499999997,0.907865791,3.687981217,0.712173635,1.029937698,0.842568896
6,5,medium,367,11.83215957,7,2.0,2.226579621,-1.9938326530000001,1.722797225,0,204805,0.657618186,28.06699748,0.953275575,3.4127149360000004,0.614443101,1.109019072,0.953026609
2,3,high,307,4.0,6,10.0,8.077510092999999,2.2457926280000002,0.174595985,0,205349,0.573323873,17.458333,0.87833296,3.1635727439999997,0.790715416,0.902198992,0.764960997
2,1,medium,360,7.348469228,8,2.0,2.042109683,0.58540725,1.094447851,0,205517,0.6320517760000001,26.93306309,0.937332883,3.404854678,0.540095022,1.208185652,0.938566185
2,10,high,396,6.32455532,8,2.0,2.201791417,-0.7622712340000001,1.427224368,0,205833,0.600540685,22.24385533,0.928716402,3.475097582,0.879146674,0.86781999,0.7834025840000001
4,8,high,566,19.89974874,7,2.0,2.177828494,-1.420882855,1.633913292,0,206383,0.7072232390000001,39.33404581,0.979175585,4.127476494,1.1734147190000002,0.7655702940000001,0.795779652
6,3,high,326,7.141428428999999,6,2.0,2.4149946030000002,-3.1866801660000004,1.793154196,0,206458,0.596801936,19.94809131,0.953739412,3.097100897,0.601568533,1.054858448,0.9462394270000001
0,2,high,609,9.949874371,8,2.0,2.2653044159999998,-6.4981643710000005,2.507112145,0,206577,0.658212744,35.81442099,0.9359670240000001,4.079507555,1.137079552,0.768901773,0.657896925
3,6,low,209,3.31662479,4,2.0,2.511315584,-0.166145725,1.007038411,0,206591,0.5274318960000001,12.17455779,0.9252767909999999,2.49733955,0.413638313,1.218175875,0.952025479
2,8,low,313,15.23154621,6,3.0,2.648780815,-10.05818882,2.669501222,0,206667,0.736207123,27.50364185,0.972805383,3.46527509,0.965161785,0.829468787,0.9720930990000001
1,5,low,198,4.358898944,5,6.0,4.472233784,0.73540942,0.641874475,0,206845,0.567634372,13.50061768,0.9345847540000001,2.6959041710000005,0.54867668,1.100249708,0.931140865
5,0,low,147,2.236067977,4,2.0,2.69028188,0.125830486,0.8104173859999999,1,206871,0.463839899,8.267096567000001,0.853413835,2.0513428719999998,0.28536027,1.397503259,0.9251651670000001
4,6,medium,251,4.472135955,5,4.0,3.4491736360000003,-2.8739147089999997,1.385797358,0,206961,0.556236682,14.49764014,0.9577651540000001,2.715790251,0.504864934,1.112450207,0.962336007
7,5,medium,389,12.76714533,7,3.0,2.3828330380000002,-0.15666254599999999,1.274467615,0,207021,0.6622607979999999,29.70960749,0.960353592,3.517431383,0.648451887,1.0899280690000002,0.946084693
0,0,medium,318,4.898979486,5,4.0,3.442624578,-1.611601817,1.193422554,0,207022,0.533242008,15.0136198,0.9501086940000001,2.733017934,0.458339238,1.1396277879999999,0.9583762229999999
7,3,medium,223,5.0,4,2.0,2.844677735,-8.169480026,2.15130046,0,207386,0.5413612720000001,11.91712955,0.96852693,2.547581763,0.616372253,0.9345526540000001,0.965217537
0,8,medium,297,3.8729833460000003,6,2.0,2.249243066,-0.177776685,1.199432826,0,207661,0.558315345,16.84486413,0.873596693,3.029306018,0.6147274079999999,1.04456587,0.837485026
0,4,low,149,3.605551275,4,2.0,2.5414933459999998,-0.003176589,0.9345928520000001,0,207894,0.5517015820000001,11.45325115,0.943304913,2.339543091,0.350740984,1.3606427630000002,0.974127362
1,6,medium,390,10.90871211,8,2.0,2.017426393,-0.47609102299999995,1.543212385,0,208020,0.6739245770000001,34.27931918,0.939483895,3.6467661369999997,0.572501396,1.222175053,0.938003432
0,4,low,126,3.605551275,4,3.0,2.8595892689999998,0.5479263639999999,0.801515675,0,208332,0.5957106560000001,11.7940094,0.928214497,2.5028897480000003,0.522115301,1.1782385309999999,0.94834973
2,1,high,317,4.123105626,6,2.0,2.1767724090000002,0.5147432,0.98764464,0,208336,0.585839944,17.89913009,0.9190852009999999,3.229781219,0.8932276570000001,0.830169705,0.7686385459999999
5,6,medium,283,7.874007874,5,3.0,2.844720225,-2.7593839730000003,1.558185635,0,208569,0.624483893,18.38625604,0.9599926059999999,3.141255769,0.874399237,0.834077029,0.905211689
4,1,high,428,13.67479433,7,2.0,2.195753457,-6.54301115,2.60341656,0,208667,0.6912254059999999,34.06905372,0.971654215,3.799015303,0.864156343,0.942281487,0.901378696
6,1,high,337,8.660254038,5,2.0,2.375809506,-0.804931449,1.2916253,0,208687,0.630426119,20.93241265,0.9384241320000001,3.3069006610000002,0.933445663,0.80588255,0.849093902
0,4,medium,361,6.0,6,2.0,2.345282746,-0.937986532,1.3516129769999998,0,208756,0.6008543120000001,21.80451376,0.962110983,3.1700302560000004,0.573022768,1.090374039,0.9612075409999999
2,0,medium,264,3.741657387,6,2.0,2.26621074,-0.16811183300000002,1.1820549679999999,0,208932,0.572818232,17.529128699999998,0.894505274,2.925971595,0.46454130200000004,1.23398263,0.929642093
1,8,high,420,21.51743479,8,2.0,2.239061932,-2.972281435,1.923287884,0,209165,0.7206137990000001,33.70877943,0.9613194359999999,3.8023385739999997,1.017090419,0.8320787559999999,0.9158235090000001
4,9,medium,302,15.45962483,5,2.0,2.29112824,-2.841724232,1.842397708,0,209198,0.7404506059999999,27.40467862,0.975439698,3.581412243,1.120833386,0.760158518,0.921609022
4,4,medium,254,12.64911064,6,2.0,2.3856873,-26.48834405,4.379214533,0,209405,0.707241098,21.75634553,0.959114295,3.375846725,1.143672065,0.7207090209999999,0.904235088
1,10,high,342,11.74734012,6,2.0,2.255293565,-1.1100404209999999,1.4757197880000001,0,209743,0.71733125,27.60346437,0.984986902,3.664007127,1.178710471,0.728211002,0.8700781209999999
4,6,high,315,7.211102551000001,6,2.0,2.229669883,0.616402341,0.8904706509999999,0,209944,0.586511776,18.30220762,0.9496807909999999,3.104506606,0.683926027,0.978438568,0.911326709
4,0,medium,312,3.16227766,7,9.0,9.448467922999999,2.151674921,0.135491314,0,210047,0.509029545,15.20587023,0.85641054,2.71741597,0.305576348,1.423709354,0.923400123
6,9,medium,220,3.8729833460000003,5,4.0,3.663265853,0.760608038,0.6340072529999999,0,210266,0.528184369,11.52635237,0.913296551,2.653812851,0.696174961,0.896776054,0.856094951
5,7,medium,320,4.242640687,7,2.0,2.108993103,0.107820803,1.228186265,0,210440,0.5872640689999999,20.83731811,0.869730253,3.2589459130000002,0.612386882,1.101959634,0.834962696
