,Filename,Prompt,Language,Score Level,total word,distance,Hpoint,xmin,alpha,mu,sigma,logtrue,file,pl_s,pl_C,pl_R2,log_d,log_m,log_k,log_R2
2220,383017.txt,P7,ITA,medium,312,10.53565375,6,4,2.73831107,-2.378948723,1.626378682,0,383017.txt,0.690217905,27.14094061,0.98582855,3.327044498,0.640915928,1.085879903,0.986322182
2221,383219.txt,P2,SPA,high,422,6.633249581,8,2,2.288708348,-0.206839673,1.176946406,0,383219.txt,0.578728412,22.19839554,0.94102157,3.202850333,0.532282227,1.123033862,0.939404585
2222,383227.txt,P8,FRA,high,350,7.071067812,6,2,2.310089203,-0.153118118,1.141460038,0,383227.txt,0.598425311,20.50168075,0.966542116,3.14953028,0.626412724,1.03083373,0.95097315
2223,383338.txt,P6,JPN,medium,176,4,5,2,2.386602485,0.102872755,0.993726964,0,383338.txt,0.571555524,13.1323978,0.929275577,2.610114112,0.492434491,1.17371258,0.949658403
2224,383361.txt,P6,ARA,low,124,4.582575695,3,2,2.49901646,-3.520350272,1.781737698,0,383361.txt,0.641472951,10.71153247,0.93265495,2.580996393,1.136586573,0.601263613,0.820831648
2225,384115.txt,P5,ZHO,low,210,4.472135955,6,1,1.737365425,0.174655529,1.114060361,1,384115.txt,0.559697401,16.04536484,0.899272921,2.606464501,0.216481777,1.755093009,0.975656239
2226,384152.txt,P7,ITA,medium,285,10.48808848,5,2,2.357961694,-0.103570473,1.088135012,0,384152.txt,0.602192346,18.17971915,0.951456288,2.946374449,0.577945555,1.065360372,0.945965861
2227,384385.txt,P8,HIN,medium,323,5.196152423,6,2,2.309848535,-1.040728235,1.40766385,0,384385.txt,0.577399607,18.91222451,0.931280864,3.07686536,0.569686615,1.092133565,0.919445067
2228,384423.txt,P3,HIN,high,342,16.2788206,5,3,2.654435546,-6.126870511,2.188126853,0,384423.txt,0.745967834,27.74817893,0.969556271,3.650869329,1.285408439,0.66541047,0.925669033
2229,384962.txt,P1,DEU,high,317,6.782329983,6,5,3.351211408,-1.456312719,1.248249902,0,384962.txt,0.584628712,20.20227127,0.935314315,2.962019154,0.383819666,1.340984863,0.964082143
2230,385578.txt,P3,DEU,medium,348,4.358898944,6,2,2.336048851,-0.239078892,1.15031202,0,385578.txt,0.563586508,17.95097831,0.926144706,3.093886036,0.654124363,0.988817285,0.88273983
2231,385664.txt,P2,JPN,medium,229,4.69041576,4,2,2.524221431,-0.508122701,1.104928565,0,385664.txt,0.580991698,14.44323629,0.964310446,2.766005435,0.646057398,0.969401136,0.952689719
2232,385963.txt,P3,TEL,medium,321,14.62873884,6,6,3.444804033,-569.7809684,15.21057759,0,385963.txt,0.686724387,25.48521957,0.974570361,3.349249463,0.769411767,0.957184665,0.968665905
2233,386026.txt,P3,JPN,low,155,2.449489743,4,2,2.757578686,-1.00211843,1.10320565,0,386026.txt,0.503558702,8.575146808,0.918719153,2.268527635,0.636486899,0.885390631,0.882231763
2234,386079.txt,P3,ITA,high,333,12.68857754,7,3,2.469032493,0.223473888,1.100499705,0,386079.txt,0.660843881,26.2193854,0.976357724,3.23790874,0.529630365,1.183506727,0.976725197
2235,386237.txt,P3,ITA,medium,284,3.741657387,8,9,6.691792099,2.094995734,0.234416743,0,386237.txt,0.542736449,17.99994887,0.824324263,2.886900019,0.298251312,1.533529119,0.909562084
2236,386425.txt,P2,HIN,medium,326,18.22086716,6,2,2.30698049,-0.449745506,1.240549321,0,386425.txt,0.681271847,23.59048483,0.935304461,3.375835823,0.956194403,0.810523776,0.939452011
2237,386640.txt,P5,TEL,medium,350,15.5241747,7,2,2.324549447,-7.530363858,2.58390983,0,386640.txt,0.731829979,32.761026,0.970592821,3.62086992,0.861066758,0.930533458,0.953121499
2238,386706.txt,P3,TUR,medium,314,11.5758369,6,4,2.829372517,-0.459919944,1.197047223,0,386706.txt,0.666264376,25.36343229,0.976075181,3.207963616,0.547776416,1.164344272,0.974981015
2239,386724.txt,P8,FRA,high,432,8.246211251,8,1,1.810762565,-1.315239204,1.647235171,1,386724.txt,0.581257713,24.97616882,0.905050545,3.287042662,0.423131278,1.304692317,0.923739231
2240,386725.txt,P6,TEL,high,310,3.872983346,7,2,2.118060863,0.421403535,1.087983745,0,386725.txt,0.581873933,18.95966076,0.876590144,3.229874391,0.72791871,0.977168479,0.78626946
2241,386790.txt,P6,ARA,medium,326,6.32455532,7,1,1.784100791,-0.724490234,1.478696164,1,386790.txt,0.580231805,21.40135219,0.906922134,3.015437245,0.333014284,1.457837016,0.955636457
2242,387006.txt,P7,ITA,high,368,16.09347694,6,2,2.266545091,-2.881143073,1.875646129,0,387006.txt,0.719912329,31.67723459,0.985031197,3.624238937,0.870215715,0.916925641,0.964414414
2243,387286.txt,P8,ZHO,medium,331,5.656854249,6,2,2.31577325,0.117704846,1.039768218,0,387286.txt,0.587045631,19.44569862,0.958909057,3.035933728,0.541522453,1.108692093,0.960960271
2244,387499.txt,P4,ITA,high,237,2.449489743,4,6,8.965014664,1.857886521,0.020631383,0,387499.txt,0.46115312,9.336353145,0.847590972,2.388903999,0.52819961,0.994139534,0.818158222
2245,387536.txt,P6,ARA,high,338,8.246211251,6,2,2.214683016,0.120719129,1.121734966,0,387536.txt,0.623797649,20.87351131,0.949858188,3.408706421,1.003419231,0.783580667,0.802233435
2246,388005.txt,P2,KOR,medium,251,6.92820323,6,2,2.082796778,0.873247272,0.888838056,0,388005.txt,0.611721124,19.00449811,0.926167115,3.082954271,0.596151022,1.118340263,0.911393872
2247,388047.txt,P2,DEU,high,325,3.872983346,7,2,2.169789852,-0.233962949,1.290928295,0,388047.txt,0.566850638,19.10545027,0.868547198,3.155864334,0.578463324,1.10837818,0.840604145
2248,388214.txt,P1,ITA,low,188,4.242640687,5,2,2.379558302,-0.434071309,1.179604887,0,388214.txt,0.579628761,13.50643932,0.904479097,2.739729951,0.647135335,1.002842464,0.882618296
2249,388691.txt,P5,ARA,medium,282,6.708203932,6,2,2.273093162,0.36730558,0.971703081,0,388691.txt,0.595188001,17.03513491,0.956580092,3.10110796,0.825467264,0.865158067,0.885098608
2250,388901.txt,P1,KOR,high,334,8.831760866,6,2,2.285843741,0.424618836,0.936503772,0,388901.txt,0.586670209,19.73530096,0.956190688,2.987425601,0.476108149,1.181956464,0.96070043
2251,389092.txt,P3,FRA,high,405,7.483314774,8,2,2.121678871,-0.549447615,1.444721176,0,389092.txt,0.634926042,27.6005025,0.929099806,3.62250136,0.789438009,0.973809175,0.834136121
2252,389119.txt,P1,HIN,high,365,7.071067812,6,2,2.215157018,-0.389806949,1.300997501,0,389119.txt,0.633873116,23.85333115,0.93194249,3.493655368,0.912062854,0.857704222,0.805104212
2253,389496.txt,P7,TEL,medium,402,20.174241,6,2,2.290810252,-2.057309266,1.675557155,0,389496.txt,0.763694864,36.80827412,0.979457749,3.700737471,0.906509069,0.89161408,0.979008508
2254,389601.txt,P5,DEU,high,328,3.464101615,6,9,9.448467923,2.151674921,0.135491314,0,389601.txt,0.517410052,14.86513717,0.884052111,2.835755558,0.491206354,1.122624565,0.88192135
2255,389615.txt,P1,HIN,high,338,8.185352772,6,2,2.385234845,-1.673403954,1.50371209,0,389615.txt,0.61287491,19.09989001,0.961821918,3.318722845,1.049022378,0.73116695,0.822510706
2256,389762.txt,P5,HIN,high,659,21.65640783,8,3,2.369847569,-1.308344344,1.582809867,0,389762.txt,0.716297053,45.07624957,0.990400688,4.12170971,0.995286563,0.851457052,0.92465116
2257,390494.txt,P2,ARA,medium,457,6.708203932,8,1,1.815117044,-2.962470928,2.129329717,1,390494.txt,0.608688365,29.98068353,0.861728724,3.648556436,0.595250066,1.159912799,0.821353131
2258,390574.txt,P7,HIN,low,141,2.449489743,4,5,6.213053648,1.429512072,0.253209328,0,390574.txt,0.501081912,8.279256028,0.897682692,2.214936785,0.592862109,0.934726124,0.87400571
2259,390852.txt,P3,ARA,medium,340,3.605551275,6,10,9.284919815,2.331348462,0.101223819,0,390852.txt,0.512010689,16.01511138,0.892379904,2.702610907,0.269704019,1.481464897,0.95990717
2260,391212.txt,P3,TUR,high,407,12.08304597,7,2,2.110430938,0.032258807,1.255808316,0,391212.txt,0.650362196,27.65130713,0.952570136,3.597765787,0.822766347,0.937879397,0.884931702
2261,391230.txt,P2,JPN,high,320,4.795831523,8,2,2.064304569,0.779392267,0.965956151,1,391230.txt,0.55676846,20.8023597,0.857755951,2.954280952,0.250085237,1.651135116,0.950873201
2262,391270.txt,P6,ITA,high,384,10.77032961,6,2,2.359050689,-2.884561608,1.786626235,0,391270.txt,0.685533201,28.50252173,0.981219379,3.529955868,0.866523332,0.88866269,0.949829816
2263,391369.txt,P6,KOR,medium,300,4.582575695,7,2,2.330091188,-0.438463687,1.218722989,0,391369.txt,0.566288079,18.46059731,0.904405431,2.895669865,0.393248167,1.309985126,0.95485565
2264,391484.txt,P2,TEL,high,381,5.567764363,8,2,2.111806058,0.396245661,1.106160377,0,391484.txt,0.605312356,24.09664139,0.902592988,3.419278737,0.669062516,1.047636251,0.853499572
2265,391553.txt,P4,TUR,medium,318,5.196152423,6,3,2.883026029,-3.946755953,1.724376746,0,391553.txt,0.565185953,18.59803063,0.955060569,2.747014261,0.295368484,1.444817199,0.980383393
2266,391591.txt,P6,JPN,medium,341,9.899494937,6,3,2.67383776,-0.898854716,1.286171977,0,391591.txt,0.632931564,23.46698973,0.982114246,3.100463298,0.499106199,1.177019021,0.983029183
2267,391698.txt,P2,SPA,medium,269,11.35781669,6,6,4.027761289,-358.4998633,10.79098491,0,391698.txt,0.625032181,19.38641111,0.929004376,3.121890105,0.694431857,1.004641652,0.904146863
2268,391707.txt,P5,SPA,medium,338,8.831760866,7,2,2.283550854,-1.905396332,1.646390738,0,391707.txt,0.647521571,24.71019725,0.975027668,3.337713963,0.67974418,1.031277242,0.959254589
2269,391727.txt,P4,HIN,high,345,12.08304597,6,2,2.387576516,-1.141731276,1.372481105,0,391727.txt,0.655696791,24.24244779,0.980840158,3.233289325,0.670696556,1.005287795,0.978781969
2270,392078.txt,P3,TEL,medium,370,13.56465997,6,2,2.276114986,-31.2288798,4.967265592,0,392078.txt,0.764718367,34.6846434,0.981418674,3.926305549,1.289211713,0.714330935,0.817043154
2271,392188.txt,P6,ARA,medium,322,5.656854249,7,2,2.333080159,-0.841360402,1.334778636,0,392188.txt,0.574518857,19.01127136,0.897918499,3.046351623,0.535244354,1.126426328,0.905372727
2272,392263.txt,P2,FRA,high,347,3.605551275,7,11,14.24085778,2.437832095,0.010482131,0,392263.txt,0.526459323,16.65609574,0.862115145,2.968566377,0.469242968,1.186234447,0.861327281
2273,392289.txt,P4,KOR,low,390,3.741657387,7,5,3.466725965,1.659054728,0.423558151,0,392289.txt,0.50010039,17.5743777,0.852120033,2.724854552,0.174457992,1.75836155,0.949163373
2274,392518.txt,P2,ARA,low,127,5.385164807,3,2,2.468979402,-0.209841305,1.047842438,0,392518.txt,0.615554393,11.30675677,0.932663682,2.5437673,0.773410169,0.875987286,0.899999415
2275,392874.txt,P6,FRA,high,337,6.557438524,5,2,2.327133092,-2.493238353,1.736216425,0,392874.txt,0.652577064,24.21378936,0.935758106,3.421426918,0.867116318,0.884367139,0.863371638
2276,393152.txt,P5,SPA,medium,331,10,6,3,2.470723319,0.429872171,1.030403564,0,393152.txt,0.670945089,26.0313627,0.980394187,3.378677539,0.704563754,1.02343645,0.966584962
2277,393450.txt,P2,TUR,medium,294,3.16227766,6,9,9.448467923,2.151674921,0.135491314,0,393450.txt,0.523575275,15.00398088,0.869361936,2.793928061,0.42462069,1.232593487,0.896928002
2278,393480.txt,P7,JPN,medium,247,8.185352772,5,2,2.377776477,0.005446809,1.035760079,0,393480.txt,0.62424439,17.78756482,0.973139533,2.91067734,0.613969213,1.037282082,0.970756275
2279,393572.txt,P4,ARA,low,250,17.29161647,5,2,2.29357781,-0.485968006,1.263390053,0,393572.txt,0.766109129,22.79972378,0.936638945,3.462019149,1.426774883,0.588000027,0.928433764
2280,394297.txt,P8,HIN,low,301,4.123105626,6,6,4.978483901,1.19270984,0.47635094,0,394297.txt,0.523862862,14.62712727,0.872120478,2.850052829,0.523052724,1.103458932,0.850678085
2281,394318.txt,P4,SPA,medium,405,12.72792206,9,2,2.059856521,-0.524456073,1.506910534,0,394318.txt,0.702358874,35.84265104,0.965604903,3.778742972,0.759937181,1.040957399,0.927037633
2282,394424.txt,P4,JPN,low,161,3,4,2,2.641288964,0.419504079,0.717754961,0,394424.txt,0.49993662,9.236243023,0.930769375,2.233462027,0.433503706,1.142043375,0.944442285
2283,394815.txt,P6,SPA,high,387,7.483314774,7,2,2.140450017,0.003538841,1.236275658,0,394815.txt,0.654976686,27.07671338,0.957967488,3.636546484,0.927384761,0.871658278,0.830999842
2284,394880.txt,P3,FRA,medium,318,6.08276253,6,2,2.530595909,-4.976074365,1.995001087,0,394880.txt,0.585972115,17.51175831,0.960362866,3.07562344,0.774416578,0.88036268,0.911530177
2285,394918.txt,P1,TUR,high,343,7.549834435,6,3,2.570597093,-0.826650571,1.32824457,0,394918.txt,0.622038744,22.32010771,0.958998082,3.319352174,0.739775005,0.96666944,0.912940188
2286,394948.txt,P2,ARA,medium,289,5.385164807,6,2,2.32156523,-0.412804477,1.217976916,0,394948.txt,0.624560895,19.13248753,0.944797349,3.221772535,0.911590922,0.823545918,0.844357042
2287,395048.txt,P5,ZHO,medium,288,7.549834435,6,2,2.318183047,0.079390716,1.052472549,0,395048.txt,0.605040335,18.24894972,0.948879042,3.088139788,0.737202452,0.935277152,0.91134279
2288,395054.txt,P8,DEU,medium,214,5.656854249,4,4,3.006710122,1.149868315,0.659752747,0,395054.txt,0.564757356,12.85395142,0.970642489,2.619173508,0.612411154,0.972595707,0.967075159
2289,395429.txt,P1,TUR,medium,329,11.53256259,6,2,2.271468883,-0.426366719,1.262858668,0,395429.txt,0.666342957,25.06929502,0.96780909,3.297709751,0.687947002,1.016634685,0.962435329
2290,395784.txt,P4,TUR,high,296,6.633249581,6,3,2.756116483,-0.054364103,1.031046734,0,395784.txt,0.572493206,16.00018764,0.951550818,3.015917654,0.771768697,0.880696974,0.892502519
2291,395943.txt,P1,HIN,high,336,4.582575695,6,2,2.50325452,-57.43510606,6.049795168,0,395943.txt,0.607297496,20.25295655,0.920797047,3.233455406,0.809992131,0.883197707,0.849487974
2292,395987.txt,P5,HIN,high,497,18.734994,8,3,2.459882439,0.264100227,1.093026985,0,395987.txt,0.665162229,31.73101665,0.963654689,3.638173642,0.77163832,0.95698351,0.943236142
2293,396282.txt,P3,DEU,high,388,4.795831523,8,2,2.210486443,-0.432721553,1.318447535,0,396282.txt,0.565226094,21.90643769,0.877297113,3.154154788,0.423158908,1.28613151,0.916847243
2294,396589.txt,P8,SPA,medium,327,5.477225575,6,2,2.446082835,-2.077317942,1.545552762,0,396589.txt,0.597629521,19.83057015,0.962742005,3.059990576,0.588407154,1.05756468,0.962586591
2295,396748.txt,P3,KOR,medium,204,3.872983346,5,2,2.235354022,0.56552236,0.911113867,0,396748.txt,0.568278008,14.88844205,0.899904688,2.719635211,0.420628635,1.300491084,0.941370842
2296,396935.txt,P3,DEU,high,289,7.810249676,6,3,2.597355914,0.220978709,1.027765728,0,396935.txt,0.620581872,19.22839277,0.961634403,3.189647939,0.811958197,0.895618658,0.905908154
2297,397349.txt,P8,ITA,medium,334,3.741657387,7,1,1.729462922,-0.021195666,1.260067824,1,397349.txt,0.512393788,18.30928912,0.830925369,2.736271371,0.143885281,1.952486743,0.963498016
2298,397356.txt,P3,ARA,medium,210,4.582575695,4,8,7.676897103,2.118256068,0.122471453,0,397356.txt,0.551968587,11.90398759,0.912236877,2.701806913,0.808657188,0.813413337,0.832018972
2299,397373.txt,P3,JPN,medium,340,12.4498996,7,2,2.133282002,0.213833666,1.161676812,0,397373.txt,0.682652308,28.68096956,0.979378901,3.399146128,0.613890879,1.122513957,0.976044684
2300,397414.txt,P7,KOR,medium,379,10.29563014,6,2,2.325886049,-1.280290492,1.457663419,0,397414.txt,0.650794576,26.44512589,0.97988052,3.313592276,0.618650916,1.067133837,0.980172018
2301,397696.txt,P3,ARA,medium,258,8.544003745,5,6,3.651747077,-0.553903263,1.044654382,0,397696.txt,0.625225445,18.19566839,0.963381836,3.114444049,0.799333195,0.905296993,0.922223107
2302,397753.txt,P7,TUR,medium,415,20.63976744,6,2,2.2802545,-1.333117793,1.511725778,0,397753.txt,0.738955277,32.32851928,0.9750958,3.83941305,1.243629968,0.704907054,0.907630322
2303,397882.txt,P5,JPN,low,258,4,5,1,1.876800915,-1.315646382,1.510834316,1,397882.txt,0.528154655,14.31843431,0.87377236,2.720020526,0.403515423,1.275871457,0.902559782
2304,397946.txt,P1,ZHO,medium,309,3.31662479,6,3,2.845140818,0.668689919,0.763632687,0,397946.txt,0.510645101,15.48112394,0.904610937,2.54945443,0.192626331,1.683637973,0.976669698
2305,398173.txt,P2,SPA,high,296,8.185352772,7,1,1.838924257,-2.068008396,1.826500239,1,398173.txt,0.595982915,20.60958775,0.889897819,3.150911468,0.525399947,1.197241455,0.885902733
2306,398252.txt,P2,DEU,high,311,4.123105626,5,2,2.386563242,0.544245755,0.807066862,0,398252.txt,0.526589973,14.34175627,0.933514167,2.780380123,0.531036458,1.060453036,0.923892346
2307,398389.txt,P7,JPN,medium,257,5.477225575,7,2,2.082500735,0.518756902,1.080654298,0,398389.txt,0.606565075,21.13941032,0.906360524,3.015172731,0.36080067,1.467808317,0.965404105
2308,399124.txt,P3,JPN,low,74,3.16227766,2,2,2.679401666,0.128390599,0.81492544,0,399124.txt,0.584300921,6.831689998,0.940067251,2.083075683,0.977693574,0.605652191,0.905589052
2309,399129.txt,P3,DEU,high,329,5,6,3,2.518171581,1.018544451,0.764825367,0,399129.txt,0.579624063,17.88135306,0.918198601,3.207141888,0.847896293,0.854285115,0.791291954
2310,399146.txt,P4,DEU,high,347,13.49073756,4,2,2.541595092,-6.9953559,2.274329425,0,399146.txt,0.712396734,25.00510229,0.968112808,3.487338797,1.181487032,0.682218329,0.952785972
2311,399602.txt,P8,HIN,medium,287,5,5,2,2.338017612,0.39418327,0.910453277,0,399602.txt,0.551775543,15.8351563,0.941987957,2.809055132,0.466805606,1.172144782,0.95129561
2312,399603.txt,P7,SPA,medium,454,7.071067812,9,3,2.188846711,0.992073572,1.009220064,0,399603.txt,0.61969851,31.25261293,0.909187131,3.582341171,0.50107165,1.263604245,0.911575776
2313,399722.txt,P5,HIN,high,363,5.567764363,6,2,2.429171647,-2.105221623,1.565558937,0,399722.txt,0.592704413,19.91418161,0.919771483,3.221293181,0.782205984,0.893210054,0.853281407
2314,399980.txt,P7,ZHO,medium,337,4.242640687,6,3,2.604242674,0.036287972,1.080252944,0,399980.txt,0.552359109,20.13404863,0.898625749,2.83501537,0.224899594,1.660268294,0.981270841
2315,400278.txt,P2,ARA,medium,356,4.358898944,6,2,2.24058355,0.708717225,0.831845229,1,400278.txt,0.522849778,17.20185429,0.904788751,2.745517678,0.26211359,1.504954706,0.957871502
2316,400381.txt,P5,HIN,high,545,14.03566885,9,2,2.172919193,-1.349367121,1.620481974,0,400381.txt,0.663120148,34.71857178,0.959353347,3.966024061,0.999850306,0.844144175,0.790193535
2317,400855.txt,P1,TUR,high,518,21.58703314,8,2,2.14461155,-0.602225738,1.436823719,0,400855.txt,0.690662023,37.15113394,0.971282633,3.780767295,0.757615062,0.996168994,0.94835631
2318,401083.txt,P2,TEL,high,361,4,8,2,2.113108802,0.286196122,1.152183712,0,401083.txt,0.57623091,21.11717977,0.848034601,3.312554708,0.647020475,1.054763443,0.787865125
2319,401099.txt,P4,ITA,high,420,9.797958971,7,5,2.944486303,0.202586308,1.055599738,0,401099.txt,0.626538118,25.23836901,0.944902857,3.627906203,0.953734881,0.839560431,0.787000948
2320,401540.txt,P7,HIN,medium,156,3.741657387,3,8,10.63395471,2.133267336,0.015784528,0,401540.txt,0.548059245,10.30880991,0.931184613,2.394387608,0.613363229,0.950420373,0.920560258
2321,401796.txt,P5,HIN,high,313,9.38083152,7,2,2.33869252,-24.36372348,4.299313535,0,401796.txt,0.684089388,24.86177776,0.965089579,3.535218098,1.050739803,0.790529565,0.847877876
2322,401885.txt,P5,DEU,medium,225,5,5,2,2.46742516,-1.727777384,1.452353103,0,401885.txt,0.605300595,16.03246929,0.957972995,2.881106811,0.664492566,0.988664851,0.94452447
2323,402483.txt,P7,SPA,low,176,13.19090596,4,2,2.257685146,-0.720568451,1.364715601,0,402483.txt,0.826574169,21.50770267,0.967829597,3.329117172,1.408730336,0.60703552,0.938612658
2324,402490.txt,P3,TUR,high,332,12.64911064,7,2,2.242276725,-1.073135784,1.477252781,0,402490.txt,0.66386291,25.48878574,0.967685663,3.405548984,0.752993281,0.981679228,0.941577901
2325,402513.txt,P7,TUR,high,320,9.38083152,6,2,2.467115851,-5.9264191,2.196562218,0,402513.txt,0.653031664,22.19263396,0.974339609,3.287083046,0.858265355,0.862361442,0.939893659
2326,402915.txt,P1,ZHO,medium,304,7.874007874,6,2,2.332766418,-0.184515105,1.134846365,0,402915.txt,0.620433424,20.20588684,0.974018919,3.121139226,0.667029895,1.003001165,0.961323399
2327,402994.txt,P1,DEU,high,369,6.244997998,6,2,2.445924316,-5.170412807,2.10217866,0,402994.txt,0.592988946,20.1589534,0.961970934,3.223768015,0.745152272,0.923165889,0.913155091
2328,403246.txt,P8,KOR,medium,221,4.69041576,5,2,2.59441072,-0.166849812,0.959403992,0,403246.txt,0.515860347,11.88301666,0.93760262,2.417784046,0.366514542,1.260532428,0.95602453
2329,403270.txt,P4,DEU,medium,302,6.32455532,6,2,2.379291151,-1.392934383,1.440885763,0,403270.txt,0.583170036,18.89012118,0.955514935,2.922334831,0.44220816,1.232779432,0.972428425
2330,403388.txt,P6,ARA,high,373,10.81665383,8,1,1.809096145,-2.325154006,1.968403884,1,403388.txt,0.669188692,30.66720086,0.960523162,3.548143596,0.618258424,1.145100864,0.946973734
2331,403467.txt,P5,TUR,medium,261,5.477225575,4,2,2.504902732,-0.121092279,0.996564639,0,403467.txt,0.569372909,13.6396472,0.965356282,2.900180754,0.940134102,0.732274828,0.880347512
2332,403474.txt,P1,TUR,medium,261,5.567764363,5,2,2.502787482,-5.627881222,2.117063141,0,403474.txt,0.587738046,15.31273167,0.951104204,2.998871848,0.890383997,0.795370352,0.864792897
2333,403577.txt,P5,KOR,high,362,10.09950494,7,2,2.246020941,-0.760631875,1.386225953,0,403577.txt,0.653464561,24.26221182,0.972946895,3.546350002,1.019046226,0.794400276,0.847149298
2334,403843.txt,P1,KOR,medium,322,3.464101615,6,2,2.273277047,0.619319203,0.852783947,1,403843.txt,0.515908057,15.51128947,0.876568729,2.759815283,0.34912974,1.336089717,0.9300637
2335,403847.txt,P6,KOR,high,412,6.403124237,7,2,2.140032607,0.116130296,1.193344534,0,403847.txt,0.586403317,24.08413146,0.901467431,3.323572041,0.521006694,1.179525745,0.904678157
2336,404436.txt,P5,KOR,medium,277,9.486832981,6,2,2.300217146,-0.061322331,1.117472955,0,404436.txt,0.625763124,19.14159014,0.960483266,3.133262058,0.761658727,0.931094795,0.930904201
2337,404514.txt,P5,KOR,medium,307,3.605551275,6,2,2.24954549,0.666884436,0.847135555,0,404514.txt,0.539904349,15.56602827,0.902182139,2.914846371,0.563498668,1.06441642,0.880247281
2338,404521.txt,P2,ARA,low,200,3.31662479,4,2,2.360568633,0.675058879,0.757411112,0,404521.txt,0.555675082,11.67223653,0.941210157,2.695145048,0.831451599,0.798142747,0.853341185
2339,404698.txt,P4,SPA,low,301,8.062257748,8,2,2.133850458,-0.264024546,1.33800988,0,404698.txt,0.651123681,26.01502426,0.939125651,3.240240483,0.467627984,1.30370983,0.96996602
2340,404786.txt,P1,ZHO,medium,293,6,5,3,2.839671117,-3.199755719,1.633666315,0,404786.txt,0.609840033,18.53952965,0.973190392,3.051727203,0.69895897,0.957441518,0.955215056
2341,404980.txt,P2,HIN,high,304,5.477225575,6,2,2.269672776,-0.525164366,1.294984383,0,404980.txt,0.624698108,20.08271412,0.95099692,3.299522086,0.90809197,0.839418863,0.840206688
2342,405309.txt,P4,TUR,high,432,15.29705854,7,2,2.227583173,-1.631714074,1.636171887,0,405309.txt,0.724887062,35.5201051,0.992416134,3.797725727,0.941041002,0.878909088,0.951066424
2343,405349.txt,P5,ARA,medium,293,5,6,2,2.204505998,0.63293859,0.903812038,0,405349.txt,0.554083491,16.87509221,0.9060519,2.890003776,0.444198676,1.232540775,0.922713182
2344,405403.txt,P6,ZHO,medium,356,4.242640687,7,2,2.355518463,-3.231326997,1.856459037,0,405403.txt,0.585542783,20.09835699,0.895446995,3.250258788,0.738466805,0.944418414,0.823448698
2345,405894.txt,P8,ITA,medium,255,13.26649916,5,2,2.381607781,-0.29233323,1.133936852,0,405894.txt,0.664773353,18.43093738,0.940396096,3.16682476,1.04546688,0.729925026,0.943705295
2346,406028.txt,P2,TUR,medium,303,7.681145748,5,2,2.255360593,-0.55887849,1.317533985,0,406028.txt,0.623211397,20.28973653,0.91276162,3.279844304,0.866025622,0.868734398,0.816189677
2347,406669.txt,P8,FRA,medium,341,5.196152423,8,1,1.690073713,0.277104968,1.172817178,1,406669.txt,0.530392522,20.45554356,0.857418031,2.768988157,0.120195351,2.08980931,0.973056677
2348,406878.txt,P4,TEL,medium,269,20.1246118,5,2,2.302196918,-4.084988662,2.068898291,0,406878.txt,0.854250398,28.91458281,0.947714824,3.712134848,1.635842993,0.540508681,0.910835522
2349,406887.txt,P5,ZHO,high,397,6.633249581,7,2,2.118583568,-0.0915116,1.29350908,0,406887.txt,0.619391578,25.95008676,0.897380467,3.5440172,0.751873794,0.991860263,0.813159417
2350,406896.txt,P3,ARA,medium,232,4.472135955,5,2,2.455687271,-1.429591262,1.392125471,0,406896.txt,0.603718251,15.76382518,0.941413857,2.930205964,0.770332138,0.894157065,0.893674401
2351,407133.txt,P1,HIN,medium,327,4.795831523,6,2,2.339233691,-0.029571634,1.076177105,0,407133.txt,0.550074451,16.18437756,0.889479373,3.016611777,0.690192435,0.943277383,0.825850839
2352,407145.txt,P5,HIN,high,479,7.348469228,6,3,2.709896588,-0.785479586,1.240435098,0,407145.txt,0.588854472,23.01652291,0.973686207,3.327306984,0.687246697,0.964229096,0.941430117
2353,407489.txt,P7,ITA,medium,315,7.549834435,6,2,2.409152751,-1.361257364,1.410699832,0,407489.txt,0.635092516,21.29428823,0.979607203,3.18139897,0.72483123,0.953928533,0.96458975
2354,407820.txt,P2,SPA,low,246,5.099019514,5,2,2.239933623,0.367228606,0.999020297,0,407820.txt,0.608884833,17.9722524,0.945386711,2.998422689,0.606197849,1.078627552,0.940921079
2355,408242.txt,P6,HIN,medium,321,4.242640687,6,2,2.247857179,-0.464078822,1.294532284,0,408242.txt,0.584054481,17.34977187,0.8975866,3.234059678,1.004163317,0.751075144,0.689413517
2356,408400.txt,P2,FRA,medium,370,10.86278049,7,2,2.073036259,0.646678306,1.028112433,0,408400.txt,0.6469822,26.35532691,0.955954449,3.502350962,0.750213911,0.994130421,0.904691495
2357,408780.txt,P7,ITA,low,170,2.236067977,4,3,3.425414145,0.79566978,0.544152685,0,408780.txt,0.467969364,8.33244179,0.850481351,2.199702609,0.467881335,1.070365938,0.854023095
2358,408785.txt,P8,HIN,high,378,6.403124237,7,2,2.388573456,-2.013978824,1.578390163,0,408785.txt,0.596397228,21.90040115,0.946979366,3.19690525,0.599190928,1.05867875,0.941624428
2359,408794.txt,P7,TEL,medium,297,18.46618531,7,4,2.64628166,-0.991717883,1.409418846,0,408794.txt,0.726762847,30.54611717,0.971388744,3.276641434,0.502006612,1.264857065,0.951573063
